Mean_Acc1298_Mean_Mem40_Rolloff numeric,Mean_Acc1298_Mean_Mem40_MFCC_0 numeric,Std_Acc1298_Mean_Mem40_MFCC_11 numeric,Mean_Acc1298_Mean_Mem40_MFCC_1 numeric,Mean_Acc1298_Mean_Mem40_Centroid numeric,Std_Acc1298_Mean_Mem40_MFCC_10 numeric,Std_Acc1298_Mean_Mem40_MFCC_8 numeric,Std_Acc1298_Mean_Mem40_MFCC_12 numeric,Std_Acc1298_Mean_Mem40_MFCC_0 numeric,Mean_Acc1298_Std_Mem40_Centroid numeric,Std_Acc1298_Std_Mem40_MFCC_10 numeric,Std_Acc1298_Std_Mem40_MFCC_11 numeric,Std_Acc1298_Mean_Mem40_MFCC_7 numeric,Std_Acc1298_Std_Mem40_MFCC_1 numeric,Std_Acc1298_Std_Mem40_MFCC_8 numeric,Mean_Acc1298_Mean_Mem40_Flux numeric,Std_Acc1298_Mean_Mem40_MFCC_9 numeric,Std_Acc1298_Std_Mem40_MFCC_7 numeric,Std_Acc1298_Std_Mem40_MFCC_9 numeric,Std_Acc1298_Std_Mem40_MFCC_6 numeric,Mean_Acc1298_Std_Mem40_Rolloff numeric,Std_Acc1298_Std_Mem40_Centroid numeric,Std_Acc1298_Std_Mem40_MFCC_12 numeric,Std_Acc1298_Std_Mem40_MFCC_4 numeric,Std_Acc1298_Mean_Mem40_MFCC_5 numeric,Std_Acc1298_Mean_Mem40_MFCC_4 numeric,Std_Acc1298_Mean_Mem40_MFCC_2 numeric,Std_Acc1298_Mean_Mem40_MFCC_6 numeric,Std_Acc1298_Mean_Mem40_MFCC_1 numeric,Mean_Acc1298_Std_Mem40_MFCC_9 numeric,Mean_Acc1298_Std_Mem40_MFCC_4 numeric,BHSUM3 numeric,Std_Acc1298_Std_Mem40_MFCC_2 numeric,Std_Acc1298_Std_Mem40_MFCC_3 numeric,BH_LowPeakAmp numeric,Std_Acc1298_Std_Mem40_Rolloff numeric,Std_Acc1298_Mean_Mem40_MFCC_3 numeric,Mean_Acc1298_Mean_Mem40_MFCC_4 numeric,Mean_Acc1298_Std_Mem40_MFCC_7 numeric,BH_HighPeakAmp numeric,BHSUM1 numeric,Mean_Acc1298_Std_Mem40_MFCC_12 numeric,Mean_Acc1298_Std_Mem40_MFCC_3 numeric,Mean_Acc1298_Std_Mem40_MFCC_0 numeric,Std_Acc1298_Mean_Mem40_Centroid numeric,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive 
0.249749,-71.464692,0.3112,3.781501,0.070779,0.253884,0.314475,0.17892,3.767215,0.062566,0.109043,0.086567,0.367049,0.656572,0.104672,0.088224,0.282423,0.132303,0.112889,0.176219,0.233248,0.035783,0.066596,0.244503,0.479368,0.4118,0.722986,0.292757,0.836447,0.504829,0.82805,0.835918,0.380315,0.280867,0.080509,0.112092,1.010999,0.425796,0.563382,0.406049,0.293736,0.406116,1.027029,5.807147,0.029491,0,1,1,0,0,0
0.173846,-73.431108,0.333141,4.166807,0.07661,0.250197,0.281937,0.198408,3.353675,0.049047,0.075501,0.081472,0.290889,0.327743,0.122011,0.085544,0.257923,0.13897,0.102979,0.113705,0.133586,0.028081,0.065556,0.144704,0.35653,0.362126,0.92196,0.241441,0.74539,0.523592,0.711055,1.342122,0.375127,0.245478,0.324556,0.06554,0.868064,0.592233,0.601067,0.533895,0.572201,0.462819,0.98664,4.838325,0.022252,0,0,1,0,0,0
0.3462,-73.22667,0.095559,2.741632,0.112665,0.073086,0.096486,0.074911,2.694329,0.082081,0.043043,0.045284,0.131802,0.30037,0.056388,0.094216,0.103487,0.052991,0.052235,0.053095,0.285271,0.02611,0.049654,0.069436,0.215078,0.303975,0.349342,0.158922,0.741981,0.448752,0.683399,2.693369,0.120505,0.101579,1.180777,0.035949,0.219867,0.805555,0.42669,1.368186,1.233543,0.404553,0.757763,4.803621,0.045421,1,0,0,0,0,0
0.06375,-74.668599,0.233053,7.50841,0.031987,0.225773,0.304913,0.24319,4.352911,0.020615,0.094339,0.097982,0.316286,0.545935,0.146425,0.088266,0.239969,0.161892,0.163794,0.119238,0.061726,0.029756,0.160609,0.213832,0.314609,0.678922,0.657283,0.299643,1.169301,0.535662,0.727845,0.326031,0.407243,0.191986,0.017779,0.066582,0.49144,1.482929,0.567323,0.014253,0.064356,0.501728,0.694643,5.697374,0.025331,0,0,1,0,1,0
0.114651,-73.219315,0.256403,4.801673,0.056384,0.204768,0.236927,0.285326,2.59128,0.051712,0.111411,0.101346,0.205521,0.449478,0.120678,0.084246,0.315307,0.086288,0.09371,0.169781,0.118016,0.028609,0.124834,0.262943,0.373322,0.410582,0.826631,0.251105,0.839685,0.441779,0.729185,0.36256,0.333635,0.310079,0.073747,0.057322,0.66446,0.517364,0.45751,0.055948,0.193052,0.462062,0.839705,4.471482,0.019295,0,0,0,0,1,0
0.490578,-75.447622,0.042072,2.014756,0.081393,0.062333,0.125732,0.072901,2.350675,0.109314,0.043404,0.034682,0.106018,0.176812,0.056704,0.097462,0.066437,0.04941,0.047733,0.051835,0.403057,0.014764,0.053409,0.070767,0.054569,0.12235,0.532128,0.133578,0.408559,0.436416,0.594846,2.618282,0.122097,0.096764,1.19483,0.026723,0.114057,1.088954,0.347058,1.313201,1.285485,0.369364,0.70181,7.234498,0.01095,1,0,0,0,0,1
0.07414,-70.267813,0.264916,8.268667,0.036562,0.261171,0.275972,0.163782,2.708556,0.017275,0.10494,0.086373,0.305822,0.545045,0.095753,0.077247,0.294823,0.110755,0.092783,0.109193,0.051859,0.028386,0.081639,0.114108,0.229077,0.34881,0.538376,0.270842,1.253066,0.475299,0.55811,1.164726,0.268081,0.186048,0.251613,0.061265,0.411595,0.477379,0.523278,0.220614,0.516142,0.410064,0.638049,3.03103,0.01686,0,0,1,1,1,0
0.250403,-71.74645,0.182987,3.284483,0.073788,0.171081,0.279959,0.209984,3.273868,0.065977,0.075193,0.097757,0.264538,0.502725,0.132815,0.094382,0.257477,0.145547,0.086038,0.183188,0.254251,0.021639,0.070971,0.121531,0.211394,0.302428,0.622131,0.285269,0.675836,0.49767,0.713142,2.676193,0.218145,0.13749,0.598458,0.069582,0.332678,0.567338,0.638908,1.013591,1.493682,0.495169,0.939982,6.808461,0.017189,0,1,1,0,0,0
0.191563,-69.19301,0.217141,5.131605,0.072026,0.450691,0.297414,0.213195,3.207479,0.086034,0.136708,0.092251,0.264039,0.520177,0.093423,0.094844,0.413503,0.103021,0.134796,0.104303,0.265663,0.052806,0.074716,0.223577,0.276831,0.37675,0.529161,0.336539,0.892135,0.700581,0.941567,0.749744,0.275734,0.242668,0.093141,0.070241,0.426963,0.518966,0.741495,0.068727,0.186132,0.538296,1.064888,5.820356,0.033104,0,0,0,0,1,1
0.044338,-75.783124,0.208124,6.740614,0.030467,0.276766,0.261042,0.180612,3.485133,0.015189,0.091083,0.094975,0.230752,0.456831,0.075088,0.082121,0.380805,0.125524,0.090343,0.130246,0.03951,0.029553,0.072846,0.13253,0.215384,0.46595,0.351713,0.551517,0.959965,0.467149,0.520285,0.580032,0.19937,0.187168,0.073564,0.068774,0.500946,1.02006,0.499225,0.07547,0.271633,0.427969,0.600455,3.631961,0.014819,0,0,1,1,1,0
0.221729,-62.03853,0.172649,3.3929,0.090841,0.144751,0.213228,0.160604,1.583536,0.049267,0.060203,0.090094,0.249551,0.369155,0.093833,0.083844,0.318042,0.099206,0.108841,0.112851,0.147887,0.025371,0.075316,0.165876,0.245186,0.479099,0.600194,0.315148,0.543385,0.578482,0.805841,1.386673,0.212134,0.191676,0.262349,0.062529,0.541869,0.259427,0.571912,0.41677,0.570178,0.472023,0.893404,3.940208,0.020568,1,0,0,0,0,1
0.176479,-60.734624,0.138312,3.859824,0.05804,0.176945,0.1263,0.113457,1.949031,0.037546,0.068528,0.045189,0.259128,0.363209,0.052777,0.08054,0.186445,0.098385,0.091201,0.092428,0.146401,0.029084,0.054135,0.125041,0.190281,0.249894,0.319845,0.173325,0.563897,0.417664,0.539703,1.113169,0.15261,0.174143,0.171742,0.081522,0.537201,0.396813,0.440828,0.211584,0.798944,0.35923,0.627141,2.310175,0.02235,0,1,0,0,0,0
0.201884,-69.377978,0.171341,3.530109,0.089174,0.322092,0.185593,0.296154,4.594243,0.043218,0.07413,0.100791,0.239693,0.268011,0.077777,0.080349,0.175838,0.066993,0.073425,0.121477,0.104523,0.022297,0.141356,0.122705,0.255969,0.295432,0.860877,0.239309,0.73886,0.447148,0.58171,0.519843,0.370831,0.125591,0.016167,0.05571,0.293687,0.259732,0.437383,0.193998,0.105963,0.502809,0.527054,6.368852,0.021231,0,1,0,0,0,0
0.282714,-73.044706,0.149787,3.325299,0.118812,0.160786,0.174371,0.122954,3.531461,0.109781,0.107838,0.08737,0.217922,0.505087,0.105612,0.098123,0.218597,0.150247,0.094192,0.152759,0.251526,0.056593,0.070076,0.239794,0.401741,0.531361,0.687073,0.289049,0.796007,0.592697,0.979814,0.46526,0.337882,0.270039,0.008598,0.069429,0.53581,0.869662,0.719634,0.135224,0.0198,0.468472,1.255824,6.284351,0.056746,0,0,0,0,0,1
0.30059,-67.149229,0.15043,2.081332,0.072312,0.159295,0.261608,0.148972,2.114308,0.057446,0.084656,0.087173,0.224271,0.327112,0.126718,0.08707,0.197484,0.171566,0.106964,0.120566,0.295261,0.026668,0.072809,0.208162,0.216241,0.38134,0.232994,0.194821,0.602659,0.619513,0.875058,0.338074,0.175135,0.265895,0.029456,0.064286,0.327658,1.105382,0.739748,0.052152,0.158518,0.480678,1.076684,4.769029,0.023243,0,0,0,0,0,1
0.281936,-70.34728,0.167604,2.039672,0.049007,0.215758,0.286391,0.137985,3.413602,0.039932,0.098079,0.061595,0.216475,0.493371,0.093806,0.083871,0.242166,0.121749,0.096624,0.118487,0.329674,0.027898,0.055962,0.166943,0.246676,0.285321,0.652383,0.290367,0.66065,0.538458,0.638159,1.402736,0.345906,0.318506,0.226138,0.094191,0.687878,0.915189,0.55796,0.401992,0.714863,0.44489,0.9861,4.93403,0.022343,0,0,1,0,0,1
0.162001,-76.648626,0.275603,4.932518,0.039345,0.315177,0.291589,0.180596,3.893871,0.045744,0.098374,0.099342,0.315855,0.366948,0.09141,0.092001,0.363927,0.134639,0.090523,0.145515,0.254131,0.032223,0.065102,0.169917,0.320916,0.530555,0.577365,0.367324,1.107468,0.519705,0.682673,1.443817,0.209513,0.287009,0.277285,0.111386,0.78923,0.40273,0.578836,0,0.656906,0.40063,1.039473,6.766731,0.023065,0,0,1,0,0,0
0.364229,-79.734634,0.099599,6.560354,0.059105,0.129237,0.184116,0.09063,7.268233,0.070494,0.058594,0.045763,0.153384,0.501606,0.059238,0.15946,0.152529,0.074592,0.048627,0.10057,0.386503,0.036436,0.057764,0.123,0.211328,0.186507,0.826435,0.165819,1.113475,0.357922,0.703948,2.885339,0.397522,0.300469,0.65215,0.051989,0.556715,0.848304,0.425845,1.602833,1.262872,0.343967,1.081396,15.262381,0.025864,1,1,0,0,0,1
0.442798,-84.648714,0.12171,4.760137,0.088632,0.095483,0.10541,0.10344,4.520536,0.148252,0.086922,0.073932,0.138559,0.520857,0.057735,0.127395,0.096563,0.073349,0.068087,0.074949,0.41679,0.046914,0.056119,0.112769,0.149863,0.14936,0.335732,0.165656,0.717237,0.398513,0.662217,2.582441,0.320441,0.091216,0.961703,0.032378,0.157099,1.328732,0.446726,1.121665,1.363866,0.399009,0.933507,11.216391,0.03328,0,1,0,0,0,0
0.160953,-74.909096,0.245911,6.311891,0.064307,0.251175,0.265422,0.210369,3.572664,0.062133,0.102515,0.091398,0.284341,0.430224,0.101983,0.089191,0.1886,0.104236,0.090868,0.109178,0.206295,0.043819,0.068021,0.183673,0.473965,0.523674,0.780995,0.298254,0.683182,0.55195,1.020393,0.538637,0.292073,0.24984,0.024791,0.091658,0.520894,0.765824,0.625,0.265578,0.054307,0.457051,1.071688,6.167515,0.024466,0,0,1,0,0,0
0.180113,-75.702341,0.532268,3.271842,0.076866,0.709719,0.387992,0.294358,3.54657,0.042547,0.344459,0.226663,0.432732,0.262389,0.263949,0.081437,0.488088,0.148153,0.296556,0.130649,0.126936,0.023216,0.225677,0.113151,0.221514,0.301768,0.744976,0.331916,0.515364,0.822595,0.574149,1.255286,0.312966,0.119609,0.121307,0.064285,0.251758,0.237869,0.643196,0.21486,0.1401,0.71106,0.556338,4.528805,0.026641,0,0,0,0,0,1
0.122639,-71.879563,0.156734,5.626379,0.065095,0.184146,0.32291,0.194394,1.757582,0.019409,0.084368,0.068557,0.373752,0.310948,0.084185,0.071758,0.219183,0.093929,0.091393,0.087719,0.072628,0.026141,0.067064,0.098813,0.257309,0.402675,0.622746,0.315904,0.78365,0.432833,0.472998,0.700615,0.177254,0.107299,0.031821,0.059022,0.302886,0.345941,0.47385,0.012208,0.287588,0.391175,0.474547,1.844385,0.01587,0,0,1,1,0,0
0.180823,-64.174774,0.122821,3.341259,0.071472,0.116877,0.137234,0.10563,1.632537,0.051344,0.060051,0.062659,0.190233,0.180423,0.082381,0.087044,0.246438,0.075965,0.121057,0.091508,0.165588,0.025437,0.054947,0.10248,0.215455,0.270666,0.356602,0.175285,0.443644,0.495765,0.731949,0.511385,0.10778,0.153253,0.298849,0.065964,0.256549,0.884562,0.558602,0.025,0.473268,0.41982,0.861065,4.658191,0.022776,1,0,0,0,0,1
0.534392,-68.993246,0.159712,2.56374,0.030595,0.1957,0.166048,0.155282,2.379514,0.038894,0.08552,0.093693,0.145194,0.278666,0.085114,0.093574,0.156011,0.076147,0.079644,0.085375,0.451502,0.029284,0.088744,0.130362,0.202598,0.247688,0.413336,0.161552,0.567395,0.429173,0.698047,1.335851,0.17274,0.104146,0.367847,0.025335,0.205973,1.277034,0.487087,0.618572,0.583992,0.446695,0.666533,5.165737,0.018423,0,0,0,0,0,1
0.29666,-70.801039,0.14262,2.747409,0.110138,0.174332,0.171059,0.160093,2.311733,0.056641,0.072585,0.062165,0.15127,0.213916,0.08051,0.084798,0.176332,0.087673,0.075521,0.077966,0.145393,0.023321,0.060935,0.08753,0.180413,0.193117,0.318655,0.182739,0.644655,0.496674,0.581846,1.686925,0.084461,0.09241,0.529251,0.05862,0.22565,0.326265,0.571203,0.704535,0.772839,0.463442,0.631557,3.251412,0.023841,1,1,0,0,0,0
0.062056,-78.495456,0.38129,8.145029,0.032184,0.32855,0.227261,0.526837,3.76421,0.016157,0.151234,0.144842,0.216876,0.479691,0.107984,0.079228,0.3661,0.090291,0.152586,0.101062,0.038099,0.027572,0.240027,0.123684,0.264787,0.32534,0.65781,0.256721,0.968671,0.473447,0.552967,0.672779,0.284428,0.161346,0.049405,0.063565,0.504651,0.42164,0.448855,0.136509,0.167846,0.625659,0.646407,4.4709,0.017695,0,1,1,0,0,0
0.087168,-70.862368,0.368465,7.893239,0.041702,0.369683,0.2472,0.31775,3.034295,0.02108,0.125179,0.114717,0.221089,0.58034,0.138135,0.078882,0.207489,0.123752,0.081774,0.119024,0.057175,0.027864,0.108806,0.139844,0.32417,0.295984,0.528195,0.296836,0.894143,0.440736,0.534024,0.893542,0.234279,0.209987,0.18478,0.056956,0.577136,0.751343,0.534513,0.285538,0.379583,0.454957,0.710409,3.578829,0.014325,0,0,1,1,1,0
0.154983,-72.647457,0.20421,4.483975,0.068866,0.299589,0.28044,0.280907,2.565214,0.041592,0.097088,0.09706,0.374248,0.427996,0.114633,0.087297,0.238483,0.122838,0.141201,0.113319,0.1183,0.026279,0.077387,0.152298,0.284413,0.482589,0.63553,0.228657,0.778887,0.517195,0.756444,1.001973,0.321362,0.328802,0.061361,0.065147,0.577205,0.745775,0.560698,0.516603,0.434334,0.463695,1.008222,4.449266,0.022025,0,1,1,0,0,0
0.18607,-60.397321,0.214783,3.850498,0.07409,0.16928,0.167015,0.130769,1.684189,0.040786,0.064339,0.073669,0.179984,0.296043,0.077111,0.077301,0.167379,0.075211,0.074591,0.095729,0.118596,0.028663,0.074666,0.11989,0.17039,0.243476,0.284715,0.266666,0.435598,0.415108,0.535412,1.067177,0.215788,0.157193,0.326196,0.064573,0.34971,0.328131,0.456906,0.122637,0.788558,0.39572,0.619494,2.195631,0.017892,1,1,0,0,0,0
0.162502,-70.836473,0.11869,2.664215,0.04223,0.216357,0.1942,0.155256,2.798244,0.035129,0.123272,0.067683,0.184967,0.171379,0.092193,0.091323,0.116807,0.102051,0.064745,0.099238,0.227921,0.02319,0.076489,0.12777,0.289172,0.22632,0.442833,0.20737,0.376185,0.537245,0.679229,0.350356,0.242177,0.165807,0.04951,0.055201,0.408539,0.673511,0.542989,0.073169,0.242157,0.480176,0.957012,5.453331,0.014959,1,0,0,0,0,1
0.374552,-69.235643,0.097059,2.014852,0.101589,0.141928,0.168296,0.168179,1.903621,0.079721,0.049244,0.064272,0.184289,0.237812,0.079828,0.096043,0.1121,0.047119,0.075063,0.081115,0.294888,0.017352,0.061126,0.063535,0.16169,0.145209,0.212574,0.149446,0.335999,0.484574,0.621289,1.632007,0.182787,0.094265,0.695543,0.038663,0.191256,0.886949,0.589187,0.743598,0.72066,0.470964,0.707755,5.696388,0.018285,0,1,0,0,0,0
0.19796,-59.286443,0.164585,3.674146,0.078378,0.137776,0.183297,0.127786,1.268314,0.031614,0.067117,0.061803,0.2013,0.280173,0.063608,0.077258,0.128281,0.07053,0.081223,0.085474,0.10504,0.024285,0.075419,0.091791,0.278197,0.203462,0.361051,0.194457,0.583806,0.444477,0.455744,1.091837,0.179921,0.145908,0.250584,0.056743,0.340469,0.641371,0.443342,0.414649,0.403498,0.397314,0.567091,2.016933,0.022355,1,0,0,0,1,0
0.071602,-73.234002,0.304656,6.275505,0.039865,0.254877,0.408494,0.322022,3.380073,0.030987,0.116139,0.108056,0.303176,0.456958,0.183004,0.078281,0.278516,0.097349,0.114725,0.139044,0.075756,0.036388,0.098274,0.186988,0.433872,0.250353,0.487532,0.391585,1.047778,0.527243,0.631925,0.911228,0.31385,0.18756,0.18505,0.067788,0.541185,0.452855,0.527849,0.059037,0.479219,0.473694,0.709834,3.151661,0.018295,0,0,1,1,1,0
0.223232,-65.629025,0.247862,4.076591,0.088608,0.198472,0.264855,0.333028,2.036534,0.064492,0.095239,0.086577,0.270719,0.30316,0.139216,0.092032,0.273849,0.159396,0.155692,0.176565,0.206557,0.034816,0.138448,0.269772,0.385053,0.490388,0.567187,0.286683,0.462776,0.715632,1.01928,0.953621,0.270042,0.203006,0.118814,0.084403,0.587768,0.310146,0.745746,0.152085,0.3945,0.581675,1.208541,5.690884,0.033293,0,1,1,0,0,0
0.515556,-72.913644,0.157288,1.839893,0.172193,0.174415,0.174457,0.195708,2.807559,0.1599,0.08692,0.07368,0.189635,0.304576,0.056797,0.089991,0.158386,0.088943,0.062861,0.082431,0.34299,0.021006,0.052369,0.110615,0.195232,0.172792,0.582221,0.182886,0.337401,0.436863,0.614533,3.331277,0.219087,0.109618,1.598533,0.025326,0.210018,0.896726,0.494176,1.563273,1.67105,0.442066,0.723126,5.523867,0.015073,1,1,0,0,0,0
0.257735,-73.030595,0.200926,3.85412,0.061831,0.157134,0.254794,0.211679,4.011674,0.064743,0.065297,0.090357,0.293552,0.385927,0.110303,0.084084,0.245592,0.143163,0.091207,0.11133,0.283153,0.035153,0.079465,0.214431,0.297444,0.431563,0.538429,0.265877,0.65404,0.495554,0.894872,0.269238,0.253973,0.30998,0.016745,0.093316,0.521353,0.863523,0.625552,0,0.023449,0.418568,1.163386,6.456402,0.025319,0,1,1,0,0,0
0.047759,-83.37137,0.348424,8.971076,0.032045,0.251423,0.5416,0.394106,5.483201,0.014327,0.11611,0.081739,0.407078,0.542942,0.161669,0.076592,0.371732,0.202411,0.13254,0.129696,0.027444,0.029516,0.098998,0.217284,0.41623,0.684097,1.142149,0.302035,0.927728,0.510306,0.539933,0.399818,0.279776,0.449636,0.089957,0.063912,0.789423,0.912541,0.585361,0,0.328762,0.419561,0.713756,3.261876,0.018146,0,0,1,1,1,0
0.158006,-77.000707,0.359547,5.687506,0.065638,0.327104,0.387985,0.414408,5.920752,0.042792,0.113254,0.146377,0.514683,0.584254,0.116174,0.097638,0.445773,0.179715,0.161074,0.156483,0.13639,0.024988,0.165476,0.286103,0.43583,0.712796,0.969687,0.581749,1.179618,0.554795,0.926317,0.545423,0.311726,0.292721,0.069768,0.091149,1.085658,-0.171923,0.610994,0.098127,0.251773,0.493291,1.073238,7.572471,0.02622,0,1,1,0,0,0
